id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
12642,City Hotel,76,2017,July,30,29,2,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,1
12643,City Hotel,86,2017,May,18,6,2,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,171,0,0
12644,Resort Hotel,161,2017,July,29,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,123.21,0,1
12645,City Hotel,20,2017,August,31,1,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,230,0,1
12646,City Hotel,420,2017,May,20,20,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
12647,Resort Hotel,70,2017,July,27,3,1,4,2,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,208.75,1,0
12648,City Hotel,0,2017,May,21,21,1,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,0,0,0
12649,City Hotel,104,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0
12650,City Hotel,55,2017,July,29,21,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,148.5,1,1
12651,City Hotel,111,2017,August,32,6,2,5,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,195,0,0
12652,City Hotel,16,2017,April,16,17,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115,0,1
12653,City Hotel,87,2017,April,15,15,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,95,0,0
12654,City Hotel,210,2017,June,25,19,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154,NULL,0,Transient,130,0,0
12655,City Hotel,126,2017,August,33,16,2,6,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,155,0,1
12656,City Hotel,170,2017,May,21,23,0,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,108,0,1
12657,Resort Hotel,202,2017,May,18,4,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient-Party,90,0,0
12658,City Hotel,246,2017,May,21,27,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,0,Transient-Party,128,0,1
12659,City Hotel,407,2017,May,18,6,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
12660,City Hotel,233,2017,June,25,23,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,105,0,0
12661,City Hotel,68,2017,April,16,20,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,0
12662,City Hotel,46,2017,April,14,3,1,1,3,0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,171,0,0
12663,City Hotel,414,2017,July,28,13,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,122.4,0,1
12664,Resort Hotel,33,2017,July,28,9,2,1,2,2,0,HB,SWE,Direct,Direct,0,0,0,G,G,1,No Deposit,250,NULL,0,Transient,303,0,0
12665,City Hotel,158,2017,May,20,18,0,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,170,0,0
12666,City Hotel,101,2017,May,20,19,1,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,0
12667,Resort Hotel,0,2017,August,35,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,175,0,1
12668,Resort Hotel,1,2017,August,32,6,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,144.4,0,1
12669,City Hotel,36,2017,July,30,27,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,79,0,0
12670,Resort Hotel,130,2017,June,24,13,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,1
12671,City Hotel,23,2017,May,20,16,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,129.2,0,1
12672,City Hotel,19,2017,August,31,3,0,3,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1
12673,Resort Hotel,218,2017,June,24,14,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,86.7,0,0
12674,Resort Hotel,23,2017,April,16,22,2,5,2,0,0,Undefined,SWE,Groups,TA/TO,0,0,0,D,D,0,No Deposit,527,NULL,0,Transient-Party,116,0,1
12675,City Hotel,263,2017,August,32,8,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,2
12676,Resort Hotel,16,2017,June,22,2,2,2,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient-Party,187.5,0,1
12677,City Hotel,25,2017,May,20,20,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0
12678,Resort Hotel,241,2017,June,22,3,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,93.6,0,2
12679,City Hotel,219,2017,May,21,25,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,96.33,0,1
12680,City Hotel,322,2017,June,25,23,0,2,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,0
12681,City Hotel,95,2017,July,27,6,0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,1
12682,City Hotel,150,2017,August,32,8,2,5,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148.5,0,2
12683,City Hotel,69,2017,April,14,6,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,NULL,197,0,Transient,85,0,0
12684,City Hotel,155,2017,August,34,21,1,0,2,2,0,BB,MAR,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,NULL,0,Transient,235,0,0
12685,City Hotel,0,2017,April,18,30,1,0,2,0,0,SC,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,169,0,0
12686,City Hotel,123,2017,June,24,17,2,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,105.3,0,1
12687,Resort Hotel,152,2017,April,14,5,1,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,5,No Deposit,NULL,223,0,Transient-Party,42,0,0
12688,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0
12689,City Hotel,11,2017,May,19,9,0,3,1,0,0,BB,DZA,Aviation,Corporate,1,0,1,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0
12690,City Hotel,13,2017,May,21,24,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
12691,City Hotel,479,2017,August,32,9,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1
12692,Resort Hotel,220,2017,August,35,27,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,251,NULL,0,Transient-Party,128.7,0,0
12693,City Hotel,33,2017,June,25,18,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133.33,0,1
12694,Resort Hotel,6,2017,April,14,4,0,1,1,0,0,BB,NULL,Corporate,Corporate,0,0,11,A,A,0,No Deposit,NULL,9,0,Transient,48,0,0
12695,City Hotel,92,2017,May,18,2,0,1,1,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,1
12696,City Hotel,139,2017,June,24,12,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,110,0,0
12697,City Hotel,265,2017,August,32,10,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,2
12698,Resort Hotel,59,2017,July,27,8,2,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,531,NULL,0,Transient,92,0,0
12699,City Hotel,266,2017,May,18,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0
12700,City Hotel,259,2017,April,15,12,2,4,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,2
12701,City Hotel,167,2017,May,20,17,0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,177,1,0
12702,City Hotel,281,2017,May,21,23,0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,2
12703,City Hotel,146,2017,June,23,5,1,4,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157.5,0,2
12704,City Hotel,84,2017,May,20,18,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140.14,0,1
12705,Resort Hotel,178,2017,July,30,24,3,8,3,0,0,HB,AZE,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,213.6,0,2
12706,City Hotel,177,2017,July,27,3,1,1,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156.6,0,0
12707,City Hotel,2,2017,June,23,8,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,108,0,3
12708,City Hotel,270,2017,July,27,7,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.9,0,1
12709,City Hotel,26,2017,April,16,22,2,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,214,0,2
12710,City Hotel,20,2017,July,28,11,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,NULL,238,0,Transient,65,0,0
12711,Resort Hotel,223,2017,May,18,4,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177,NULL,0,Transient,50.4,0,1
12712,Resort Hotel,175,2017,June,24,14,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,1
12713,City Hotel,20,2017,May,22,30,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,101.33,0,1
12714,City Hotel,128,2017,April,16,16,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0
12715,City Hotel,61,2017,July,27,8,0,1,2,1,0,BB,PRT,Complementary,Direct,1,0,14,B,A,1,No Deposit,NULL,45,0,Transient,0,0,2
12716,City Hotel,168,2017,May,21,27,2,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,198,0,0
12717,City Hotel,313,2017,April,17,29,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0
12718,City Hotel,159,2017,July,29,21,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,127.8,0,0
12719,City Hotel,67,2017,April,14,7,0,1,2,1,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,141.5,0,1
12720,City Hotel,318,2017,June,24,15,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,109.8,0,1
12721,Resort Hotel,227,2017,August,33,16,0,3,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,249,0,0
12722,Resort Hotel,100,2017,April,17,29,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,385,NULL,0,Transient-Party,85,0,0
12723,City Hotel,168,2017,July,27,5,1,4,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,NULL,0,Transient,80.1,0,1
12724,City Hotel,89,2017,May,21,26,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,280,0,0
12725,City Hotel,230,2017,June,25,20,0,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
12726,City Hotel,48,2017,June,23,6,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,160,0,1
12727,Resort Hotel,4,2017,June,23,6,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,NULL,0,Transient,108,0,0
12728,City Hotel,207,2017,July,27,6,0,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156.6,0,0
12729,City Hotel,3,2017,July,28,13,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,6,D,D,0,No Deposit,NULL,219,0,Transient,95,0,1
12730,City Hotel,129,2017,July,30,24,1,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.5,0,3
12731,Resort Hotel,63,2017,April,14,5,1,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,86.4,0,0
12732,City Hotel,177,2017,July,27,6,1,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,89.1,0,0
12733,Resort Hotel,25,2017,May,20,14,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,105,0,1
12734,Resort Hotel,30,2017,June,24,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,167.2,0,2
12735,City Hotel,116,2017,May,20,15,1,2,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,216,0,3
12736,City Hotel,14,2017,May,21,24,0,2,1,0,0,BB,ARG,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,441,NULL,0,Transient,157.5,0,0
12737,City Hotel,49,2017,August,33,15,0,4,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
12738,City Hotel,0,2017,April,15,10,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,NULL,0,Transient,112,0,1
12739,City Hotel,105,2017,May,20,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0
12740,Resort Hotel,6,2017,June,23,8,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,5,NULL,0,Transient,105.6,0,0
12741,Resort Hotel,151,2017,July,28,11,2,5,2,2,0,HB,ITA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,230.86,0,0
12742,City Hotel,144,2017,August,32,11,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0
12743,City Hotel,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0
12744,City Hotel,76,2017,April,17,25,0,3,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,76.23,0,2
12745,City Hotel,145,2017,April,15,14,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,136.5,0,0
12746,City Hotel,26,2017,April,17,29,0,1,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,175,0,1
12747,City Hotel,66,2017,May,20,17,0,4,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,0
12748,City Hotel,125,2017,June,25,24,2,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,126,0,0
12749,City Hotel,129,2017,April,14,3,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0
12750,Resort Hotel,251,2017,May,21,26,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,121,0,0
12751,Resort Hotel,14,2017,August,32,9,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,241,0,2
12752,City Hotel,141,2017,April,16,17,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,0
12753,City Hotel,163,2017,August,33,14,1,3,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,157.5,1,1
12754,City Hotel,84,2017,May,21,27,2,3,1,0,0,BB,MAC,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,183.6,0,0
12755,City Hotel,213,2017,May,21,24,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125.1,0,1
12756,City Hotel,172,2017,August,32,12,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,1
12757,City Hotel,35,2017,May,19,10,0,1,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,39,NULL,0,Transient-Party,130,0,0
12758,Resort Hotel,58,2017,August,34,23,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,177,NULL,0,Transient,225.6,0,0
12759,Resort Hotel,38,2017,April,14,2,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,70,0,1
12760,City Hotel,11,2017,July,28,9,2,4,2,1,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,146.33,1,1
12761,Resort Hotel,125,2017,June,25,19,2,5,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,153.71,0,2
12762,City Hotel,133,2017,May,22,29,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,85,0,1
12763,City Hotel,100,2017,May,20,18,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28,NULL,0,Contract,80,0,0
12764,City Hotel,114,2017,May,19,10,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135,0,1
12765,City Hotel,357,2017,May,21,24,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
12766,Resort Hotel,302,2017,May,19,9,0,4,2,0,0,HB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,81,0,0
12767,City Hotel,73,2017,April,17,23,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,108,0,0
12768,City Hotel,269,2017,June,25,22,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1
12769,City Hotel,84,2017,May,19,11,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,183,0,0
12770,City Hotel,140,2017,April,17,28,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119,NULL,0,Transient-Party,130,0,1
12771,City Hotel,20,2017,August,31,3,1,3,1,1,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,121.6,0,1
12772,City Hotel,201,2017,July,30,24,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,139.5,0,0
12773,City Hotel,169,2017,May,18,6,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0
12774,City Hotel,20,2017,June,25,19,1,0,1,0,0,BB,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,94,0,0
12775,City Hotel,94,2017,June,22,2,0,1,2,0,0,BB,PRT,Complementary,Direct,1,0,1,G,G,1,No Deposit,NULL,45,0,Transient,0,1,4
12776,City Hotel,216,2017,May,19,11,2,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,147.6,0,0
12777,City Hotel,198,2017,June,25,23,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,2
12778,City Hotel,155,2017,August,35,31,0,3,1,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135,0,1
12779,Resort Hotel,172,2017,July,31,31,1,4,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,212,0,0
12780,City Hotel,155,2017,May,18,6,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0
12781,City Hotel,259,2017,August,31,5,2,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156.6,0,3
12782,City Hotel,249,2017,May,21,25,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125.1,0,1
12783,City Hotel,150,2017,July,27,3,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,116.1,0,0
12784,City Hotel,141,2017,July,29,21,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,138,0,0
12785,City Hotel,307,2017,July,27,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9,NULL,0,Transient,93.64,0,0
12786,City Hotel,156,2017,July,30,28,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,112.5,0,1
12787,City Hotel,143,2017,May,18,4,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56,NULL,0,Transient,110,0,0
12788,City Hotel,90,2017,April,14,3,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1
12789,City Hotel,91,2017,April,13,1,2,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,99,0,1
12790,City Hotel,493,2017,August,31,1,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
12791,Resort Hotel,183,2017,July,29,22,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,250,NULL,0,Transient,185.12,1,1
12792,City Hotel,317,2017,June,25,18,1,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,113.4,1,2
12793,City Hotel,41,2017,June,23,8,1,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,NULL,0,Transient,130,0,1
12794,Resort Hotel,257,2017,May,19,7,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240,NULL,0,Transient,90,0,1
12795,Resort Hotel,33,2017,August,35,27,2,4,2,1,0,BB,PRT,Direct,Direct,1,0,1,F,F,1,No Deposit,250,NULL,0,Transient,253.25,0,1
12796,Resort Hotel,304,2017,August,31,4,0,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,167.18,0,1
12797,Resort Hotel,324,2017,June,25,22,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,89.98,0,1
12798,City Hotel,129,2017,July,29,22,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,166.5,0,0
12799,Resort Hotel,333,2017,July,29,16,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,152.1,0,4
12800,Resort Hotel,214,2017,May,18,5,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,54,0,0
12801,City Hotel,128,2017,August,32,7,1,0,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,90,0,1
12802,Resort Hotel,202,2017,May,18,4,0,1,2,0,0,BB,BRA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient-Party,62,0,1
